method,budget,sample_id,official_score,gt,first_number,leading_digit_match,gt_len,needle_token_count,needle_pattern,needle_prompt_start,needle_prompt_end,mean_layer_needle_recall,max_layer_needle_recall,full_recall_layer_fraction
l2_key_prefill_only,256,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.9846938775510204,1.0,0.9285714285714286
l2_key_prefill_only,256,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.9897959183673469,1.0,0.9285714285714286
l2_key_prefill_only,256,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.9948979591836735,1.0,0.9642857142857143
l2_key_prefill_only,256,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.9948979591836735,1.0,0.9642857142857143
l2_key_prefill_only,256,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.9948979591836735,1.0,0.9642857142857143
l2_key_prefill_only,256,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.9846938775510204,1.0,0.9285714285714286
l2_key_prefill_only,256,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,1.0,1.0,1.0
l2_key_prefill_only,256,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.9948979591836735,1.0,0.9642857142857143
l2_key_prefill_only,256,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.9948979591836735,1.0,0.9642857142857143
l2_key_prefill_only,256,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.9948979591836735,1.0,0.9642857142857143
l2_key_prefill_only,256,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,1.0,1.0,1.0
l2_key_prefill_only,256,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,1.0,1.0,1.0
l2_key_prefill_only,256,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.9948979591836735,1.0,0.9642857142857143
l2_key_prefill_only,256,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,1.0,1.0,1.0
l2_key_prefill_only,256,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.9948979591836735,1.0,0.9642857142857143
l2_key_prefill_only,256,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.9948979591836735,1.0,0.9642857142857143
l2_key_prefill_only,256,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,1.0,1.0,1.0
l2_key_prefill_only,256,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.9846938775510204,1.0,0.8928571428571429
l2_key_prefill_only,256,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,1.0,1.0,1.0
l2_leverage,256,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.836734693877551,1.0,0.5714285714285714
l2_leverage,256,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.826530612244898,1.0,0.6071428571428571
l2_leverage,256,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.7653061224489797,1.0,0.5
l2_leverage,256,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.8112244897959183,1.0,0.5714285714285714
l2_leverage,256,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.8316326530612245,1.0,0.6428571428571429
l2_leverage,256,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.8112244897959184,1.0,0.5714285714285714
l2_leverage,256,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.7755102040816327,1.0,0.5357142857142857
l2_leverage,256,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.8316326530612246,1.0,0.5714285714285714
l2_leverage,256,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.8571428571428571,1.0,0.6071428571428571
l2_leverage,256,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.8571428571428571,1.0,0.6785714285714286
l2_leverage,256,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.8520408163265306,1.0,0.6785714285714286
l2_leverage,256,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.8316326530612244,1.0,0.6071428571428571
l2_leverage,256,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.8418367346938777,1.0,0.5
l2_leverage,256,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.8418367346938774,1.0,0.5357142857142857
l2_leverage,256,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.7755102040816327,1.0,0.5
l2_leverage,256,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.8622448979591837,1.0,0.6071428571428571
l2_leverage,256,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.8214285714285714,1.0,0.5
l2_leverage,256,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.8571428571428571,1.0,0.5714285714285714
l2_leverage,256,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.8316326530612246,1.0,0.5
l2_leverage,256,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.8214285714285714,1.0,0.5714285714285714
l1_prefill_only,256,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.8928571428571429,1.0,0.8214285714285714
l1_prefill_only,256,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.8724489795918368,1.0,0.6428571428571429
l1_prefill_only,256,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.8265306122448981,1.0,0.6071428571428571
l1_prefill_only,256,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.9030612244897959,1.0,0.7142857142857143
l1_prefill_only,256,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.8775510204081634,1.0,0.6785714285714286
l1_prefill_only,256,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.8214285714285715,1.0,0.4642857142857143
l1_prefill_only,256,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.8622448979591838,1.0,0.75
l1_prefill_only,256,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.8877551020408163,1.0,0.6785714285714286
l1_prefill_only,256,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.8724489795918368,1.0,0.6785714285714286
l1_prefill_only,256,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.8775510204081634,1.0,0.75
l1_prefill_only,256,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.8520408163265306,1.0,0.6428571428571429
l1_prefill_only,256,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.8673469387755102,1.0,0.6785714285714286
l1_prefill_only,256,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.8673469387755102,1.0,0.8214285714285714
l1_prefill_only,256,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.8928571428571429,1.0,0.7857142857142857
l1_prefill_only,256,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.8622448979591838,1.0,0.6428571428571429
l1_prefill_only,256,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.8826530612244898,1.0,0.7142857142857143
l1_prefill_only,256,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.8520408163265307,1.0,0.6428571428571429
l1_prefill_only,256,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.8826530612244898,1.0,0.75
l1_prefill_only,256,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.8418367346938777,1.0,0.5357142857142857
l1_prefill_only,256,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.8928571428571429,1.0,0.75
l1_leverage,256,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.8418367346938774,1.0,0.6071428571428571
l1_leverage,256,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.8214285714285714,1.0,0.5
l1_leverage,256,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.7959183673469389,1.0,0.5357142857142857
l1_leverage,256,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.8826530612244898,1.0,0.7142857142857143
l1_leverage,256,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.8673469387755103,1.0,0.6428571428571429
l1_leverage,256,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.7857142857142858,1.0,0.39285714285714285
l1_leverage,256,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.8316326530612246,1.0,0.7142857142857143
l1_leverage,256,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.8214285714285714,1.0,0.6071428571428571
l1_leverage,256,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.8214285714285713,1.0,0.6071428571428571
l1_leverage,256,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.8520408163265307,1.0,0.6428571428571429
l1_leverage,256,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.8061224489795918,1.0,0.5357142857142857
l1_leverage,256,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.846938775510204,1.0,0.6428571428571429
l1_leverage,256,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.8622448979591837,1.0,0.7857142857142857
l1_leverage,256,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.846938775510204,1.0,0.6428571428571429
l1_leverage,256,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.8214285714285714,1.0,0.5714285714285714
l1_leverage,256,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.8265306122448981,1.0,0.4642857142857143
l1_leverage,256,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.8316326530612246,1.0,0.5714285714285714
l1_leverage,256,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.8469387755102042,1.0,0.6428571428571429
l1_leverage,256,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.8061224489795921,1.0,0.5
l1_leverage,256,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.8520408163265306,1.0,0.6428571428571429
attention_l2,256,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.7295918367346939,1.0,0.25
attention_l2,256,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.7551020408163264,1.0,0.5
attention_l2,256,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.6479591836734693,1.0,0.39285714285714285
attention_l2,256,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.7908163265306122,1.0,0.5
attention_l2,256,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.7806122448979592,1.0,0.5357142857142857
attention_l2,256,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.7551020408163266,1.0,0.5
attention_l2,256,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.642857142857143,1.0,0.21428571428571427
attention_l2,256,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.75,1.0,0.39285714285714285
attention_l2,256,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.7551020408163264,1.0,0.39285714285714285
attention_l2,256,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.8010204081632655,1.0,0.42857142857142855
attention_l2,256,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.7755102040816327,1.0,0.42857142857142855
attention_l2,256,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.7500000000000001,1.0,0.5
attention_l2,256,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.7448979591836736,1.0,0.35714285714285715
attention_l2,256,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.7397959183673468,1.0,0.32142857142857145
attention_l2,256,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.75,1.0,0.5
attention_l2,256,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.7857142857142857,1.0,0.39285714285714285
attention_l2,256,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.6887755102040816,1.0,0.35714285714285715
attention_l2,256,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.8112244897959183,1.0,0.5357142857142857
attention_l2,256,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.7602040816326531,1.0,0.5
attention_l2,256,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.7142857142857143,1.0,0.39285714285714285
attention_l1,256,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.8367346938775511,1.0,0.6071428571428571
attention_l1,256,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.8163265306122449,1.0,0.5
attention_l1,256,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.7755102040816325,1.0,0.5
attention_l1,256,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.8214285714285714,1.0,0.5714285714285714
attention_l1,256,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.8469387755102041,1.0,0.6071428571428571
attention_l1,256,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.7448979591836735,1.0,0.35714285714285715
attention_l1,256,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.8367346938775511,1.0,0.6071428571428571
attention_l1,256,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.7857142857142857,1.0,0.6071428571428571
attention_l1,256,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.8061224489795917,1.0,0.6071428571428571
attention_l1,256,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.8724489795918368,1.0,0.6428571428571429
attention_l1,256,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.8112244897959185,1.0,0.5357142857142857
attention_l1,256,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.8112244897959184,1.0,0.5714285714285714
attention_l1,256,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.8367346938775511,1.0,0.7142857142857143
attention_l1,256,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.8520408163265306,1.0,0.6785714285714286
attention_l1,256,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.8112244897959184,1.0,0.5357142857142857
attention_l1,256,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.816326530612245,1.0,0.42857142857142855
attention_l1,256,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.8112244897959184,1.0,0.5357142857142857
attention_l1,256,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.8367346938775512,1.0,0.6071428571428571
attention_l1,256,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.7908163265306124,1.0,0.4642857142857143
attention_l1,256,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.8316326530612246,1.0,0.6428571428571429
full,512,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,1.0,1.0,1.0
full,512,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,1.0,1.0,1.0
full,512,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,1.0,1.0,1.0
full,512,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,1.0,1.0,1.0
full,512,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,1.0,1.0,1.0
full,512,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,1.0,1.0,1.0
full,512,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,1.0,1.0,1.0
full,512,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,1.0,1.0,1.0
full,512,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,1.0,1.0,1.0
full,512,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,1.0,1.0,1.0
full,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,1.0,1.0,1.0
full,512,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,1.0,1.0,1.0
full,512,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,1.0,1.0,1.0
full,512,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,1.0,1.0,1.0
full,512,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,1.0,1.0,1.0
full,512,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,1.0,1.0,1.0
full,512,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,1.0,1.0,1.0
full,512,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,1.0,1.0,1.0
full,512,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,1.0,1.0,1.0
full,512,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,1.0,1.0,1.0
random,512,0,0.0,7700828,1,0,7,7,7700828,8920,8926,0.01020408163265306,0.14285714285714285,0.0
random,512,1,0.0,9548432,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0,7,7,9548432,12162,12168,0.015306122448979591,0.14285714285714285,0.0
random,512,2,0.0,2839607,20000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,7,7,2839607,3784,3790,0.03061224489795918,0.2857142857142857,0.0
random,512,3,0.0,8082668,3,0,7,7,8082668,14680,14686,0.00510204081632653,0.14285714285714285,0.0
random,512,4,0.0,7402509,1,0,7,7,7402509,14680,14686,0.00510204081632653,0.14285714285714285,0.0
random,512,5,0.0,5218028,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,7,7,5218028,13625,13631,0.03061224489795918,0.2857142857142857,0.0
random,512,6,0.0,2921859,99999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,0,7,7,2921859,13217,13223,0.035714285714285705,0.14285714285714285,0.0
random,512,7,0.0,6707197,6,1,7,7,6707197,2776,2782,0.02551020408163265,0.14285714285714285,0.0
random,512,8,0.0,3653446,1,0,7,7,3653446,11178,11184,0.035714285714285705,0.14285714285714285,0.0
random,512,9,0.0,5418934,50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,1,7,7,5418934,12329,12335,0.030612244897959183,0.2857142857142857,0.0
random,512,10,0.0,2785277,1,0,7,7,2785277,15400,15406,0.035714285714285705,0.2857142857142857,0.0
random,512,11,0.0,9517169,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0,7,7,9517169,14991,14997,0.03061224489795918,0.14285714285714285,0.0
random,512,12,0.0,7273233,13333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,0,7,7,7273233,4000,4006,0.02551020408163265,0.14285714285714285,0.0
random,512,13,0.0,6438436,8,0,7,7,6438436,12039,12045,0.0510204081632653,0.2857142857142857,0.0
random,512,14,0.0,7089806,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0,7,7,7089806,7576,7582,0.040816326530612235,0.14285714285714285,0.0
random,512,15,0.0,5041154,55555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555,1,7,7,5041154,13959,13965,0.035714285714285705,0.14285714285714285,0.0
random,512,16,0.0,9153566,65555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555555,0,7,7,9153566,1719,1725,0.040816326530612235,0.14285714285714285,0.0
random,512,17,0.0,8973915,11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111,0,7,7,8973915,13527,13533,0.03061224489795918,0.14285714285714285,0.0
random,512,18,0.0,9852897,33333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333,0,7,7,9852897,14947,14953,0.040816326530612235,0.42857142857142855,0.0
random,512,19,0.0,4374754,10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0,7,7,4374754,7696,7702,0.02040816326530612,0.14285714285714285,0.0
recency,512,0,0.0,7700828,10,0,7,7,7700828,8920,8926,0.0,0.0,0.0
recency,512,1,0.0,9548432,13,0,7,7,9548432,12162,12168,0.0,0.0,0.0
recency,512,2,0.0,2839607,17,0,7,7,2839607,3784,3790,0.0,0.0,0.0
recency,512,3,0.0,8082668,13,0,7,7,8082668,14680,14686,0.0,0.0,0.0
recency,512,4,0.0,7402509,13,0,7,7,7402509,14680,14686,0.0,0.0,0.0
recency,512,5,0.0,5218028,13,0,7,7,5218028,13625,13631,0.0,0.0,0.0
recency,512,6,0.0,2921859,10,0,7,7,2921859,13217,13223,0.0,0.0,0.0
recency,512,7,0.0,6707197,10,0,7,7,6707197,2776,2782,0.0,0.0,0.0
recency,512,8,0.0,3653446,11,0,7,7,3653446,11178,11184,0.0,0.0,0.0
recency,512,9,0.0,5418934,1,0,7,7,5418934,12329,12335,0.0,0.0,0.0
recency,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,1.0,1.0,1.0
recency,512,11,0.0,9517169,10,0,7,7,9517169,14991,14997,0.0,0.0,0.0
recency,512,12,0.0,7273233,13,0,7,7,7273233,4000,4006,0.0,0.0,0.0
recency,512,13,0.0,6438436,10,0,7,7,6438436,12039,12045,0.0,0.0,0.0
recency,512,14,0.0,7089806,13,0,7,7,7089806,7576,7582,0.0,0.0,0.0
recency,512,15,0.0,5041154,10,0,7,7,5041154,13959,13965,0.0,0.0,0.0
recency,512,16,0.0,9153566,10,0,7,7,9153566,1719,1725,0.0,0.0,0.0
recency,512,17,0.0,8973915,13,0,7,7,8973915,13527,13533,0.0,0.0,0.0
recency,512,18,0.0,9852897,135,0,7,7,9852897,14947,14953,0.0,0.0,0.0
recency,512,19,0.0,4374754,10,0,7,7,4374754,7696,7702,0.0,0.0,0.0
sink_recent,512,0,0.0,7700828,10,0,7,7,7700828,8920,8926,0.0,0.0,0.0
sink_recent,512,1,0.0,9548432,13,0,7,7,9548432,12162,12168,0.0,0.0,0.0
sink_recent,512,2,0.0,2839607,10,0,7,7,2839607,3784,3790,0.0,0.0,0.0
sink_recent,512,3,0.0,8082668,13,0,7,7,8082668,14680,14686,0.0,0.0,0.0
sink_recent,512,4,0.0,7402509,13,0,7,7,7402509,14680,14686,0.0,0.0,0.0
sink_recent,512,5,0.0,5218028,13,0,7,7,5218028,13625,13631,0.0,0.0,0.0
sink_recent,512,6,0.0,2921859,10,0,7,7,2921859,13217,13223,0.0,0.0,0.0
sink_recent,512,7,0.0,6707197,10,0,7,7,6707197,2776,2782,0.0,0.0,0.0
sink_recent,512,8,0.0,3653446,13,0,7,7,3653446,11178,11184,0.0,0.0,0.0
sink_recent,512,9,0.0,5418934,11,0,7,7,5418934,12329,12335,0.0,0.0,0.0
sink_recent,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,1.0,1.0,1.0
sink_recent,512,11,0.0,9517169,100,0,7,7,9517169,14991,14997,0.0,0.0,0.0
sink_recent,512,12,0.0,7273233,13,0,7,7,7273233,4000,4006,0.0,0.0,0.0
sink_recent,512,13,0.0,6438436,100,0,7,7,6438436,12039,12045,0.0,0.0,0.0
sink_recent,512,14,0.0,7089806,13,0,7,7,7089806,7576,7582,0.0,0.0,0.0
sink_recent,512,15,0.0,5041154,13,0,7,7,5041154,13959,13965,0.0,0.0,0.0
sink_recent,512,16,0.0,9153566,13,0,7,7,9153566,1719,1725,0.0,0.0,0.0
sink_recent,512,17,0.0,8973915,13,0,7,7,8973915,13527,13533,0.0,0.0,0.0
sink_recent,512,18,0.0,9852897,13,0,7,7,9852897,14947,14953,0.0,0.0,0.0
sink_recent,512,19,0.0,4374754,10,0,7,7,4374754,7696,7702,0.0,0.0,0.0
attention,512,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.8877551020408163,1.0,0.8571428571428571
attention,512,1,100.0,9548432,9548432,7,7,7,9548432,12162,12168,0.8979591836734694,1.0,0.8571428571428571
attention,512,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.816326530612245,1.0,0.6428571428571429
attention,512,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.9285714285714286,1.0,0.9285714285714286
attention,512,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.9285714285714286,1.0,0.9285714285714286
attention,512,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.8928571428571429,1.0,0.8571428571428571
attention,512,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.9030612244897959,1.0,0.8571428571428571
attention,512,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.8724489795918368,1.0,0.7857142857142857
attention,512,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.8928571428571429,1.0,0.8214285714285714
attention,512,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.923469387755102,1.0,0.8928571428571429
attention,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.9387755102040816,1.0,0.9285714285714286
attention,512,11,100.0,9517169,9517169,7,7,7,9517169,14991,14997,0.9285714285714286,1.0,0.9285714285714286
attention,512,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.7959183673469389,1.0,0.5357142857142857
attention,512,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.8877551020408163,1.0,0.8214285714285714
attention,512,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.8571428571428571,1.0,0.75
attention,512,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.8877551020408163,1.0,0.8214285714285714
attention,512,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.7857142857142857,1.0,0.6071428571428571
attention,512,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.9030612244897959,1.0,0.8571428571428571
attention,512,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.9081632653061226,1.0,0.8571428571428571
attention,512,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.8928571428571429,1.0,0.8214285714285714
snapkv,512,0,100.0,7700828,7700828,7,7,7,7700828,8920,8926,0.9336734693877551,1.0,0.9285714285714286
snapkv,512,1,0.0,9548432,954832,4,7,7,9548432,12162,12168,0.9285714285714286,1.0,0.9285714285714286
snapkv,512,2,100.0,2839607,2839607,7,7,7,2839607,3784,3790,0.9285714285714286,1.0,0.9285714285714286
snapkv,512,3,100.0,8082668,8082668,7,7,7,8082668,14680,14686,0.9438775510204083,1.0,0.9285714285714286
snapkv,512,4,100.0,7402509,7402509,7,7,7,7402509,14680,14686,0.9438775510204083,1.0,0.9285714285714286
snapkv,512,5,100.0,5218028,5218028,7,7,7,5218028,13625,13631,0.9285714285714286,1.0,0.9285714285714286
snapkv,512,6,100.0,2921859,2921859,7,7,7,2921859,13217,13223,0.9285714285714286,1.0,0.9285714285714286
snapkv,512,7,100.0,6707197,6707197,7,7,7,6707197,2776,2782,0.9285714285714286,1.0,0.9285714285714286
snapkv,512,8,100.0,3653446,3653446,7,7,7,3653446,11178,11184,0.9285714285714286,1.0,0.9285714285714286
snapkv,512,9,100.0,5418934,5418934,7,7,7,5418934,12329,12335,0.9387755102040816,1.0,0.9285714285714286
snapkv,512,10,100.0,2785277,2785277,7,7,7,2785277,15400,15406,0.9846938775510203,1.0,0.9642857142857143
snapkv,512,11,0.0,9517169,9517691,4,7,7,9517169,14991,14997,0.9591836734693878,1.0,0.9285714285714286
snapkv,512,12,100.0,7273233,7273233,7,7,7,7273233,4000,4006,0.9285714285714286,1.0,0.9285714285714286
snapkv,512,13,100.0,6438436,6438436,7,7,7,6438436,12039,12045,0.9387755102040816,1.0,0.9285714285714286
snapkv,512,14,100.0,7089806,7089806,7,7,7,7089806,7576,7582,0.9285714285714286,1.0,0.9285714285714286
snapkv,512,15,100.0,5041154,5041154,7,7,7,5041154,13959,13965,0.9285714285714286,1.0,0.9285714285714286
snapkv,512,16,100.0,9153566,9153566,7,7,7,9153566,1719,1725,0.9030612244897959,1.0,0.8928571428571429
snapkv,512,17,100.0,8973915,8973915,7,7,7,8973915,13527,13533,0.9285714285714286,1.0,0.9285714285714286
snapkv,512,18,100.0,9852897,9852897,7,7,7,9852897,14947,14953,0.9336734693877551,1.0,0.9285714285714286
snapkv,512,19,100.0,4374754,4374754,7,7,7,4374754,7696,7702,0.9285714285714286,1.0,0.9285714285714286
